#velocity	error_velocity	radius
50.107392826    18.246472729    11.981
50.105287938    18.24570624    11.982
50.103174868    18.244936771    11.983
50.101056881    18.244165512    11.984
50.098948727    18.243397833    11.985
50.096845457    18.242631933    11.986
50.094732387    18.241862464    11.987
50.092612752    18.241090605    11.988
50.090506216    18.240323515    11.989
50.088394795    18.239554647    11.99
50.086278459    18.238783989    11.991
50.084171891    18.238016888    11.992
50.082044137    18.237242072    11.993
50.0799409    18.236476184    11.994
50.077831098    18.235707905    11.995
50.075716348    18.234937825    11.996
50.073598394    18.234166578    11.997
50.071490242    18.2333989    11.998
50.069386974    18.232633    11.999
50.067262487    18.231859374    12
50.065160869    18.231094075    12.001
50.063034702    18.230319837    12.002
50.060939618    18.229556918    12.003
50.058821665    18.228785671    12.004
50.056711864    18.228017393    12.005
50.054592263    18.227245546    12.006
50.052488996    18.226479647    12.007
50.050371076    18.225708412    12.008
50.048269396    18.224943091    12.009
50.046149795    18.224171244    12.01
50.044048178    18.223405946    12.011
50.041931844    18.222635288    12.012
50.039833495    18.22187118    12.013
50.037710627    18.221098143    12.014
50.035613927    18.220334636    12.015
50.033495976    18.21956339    12.016
50.031395946    18.218798669    12.017
50.029279645    18.218028024    12.018
50.027176348    18.217262114    12.019
50.025066613    18.216493859    12.02
50.022953516    18.215724381    12.021
50.020848633    18.214957894    12.022
50.01873395    18.214187837    12.023
50.016635602    18.21342373    12.024
50.014522568    18.212654274    12.025
50.012422571    18.211889566    12.026
50.010312773    18.211121288    12.027
50.00819974    18.210351833    12.028
50.006098094    18.209586524    12.029
50.003993182    18.208820026    12.03
50.0018883    18.208053539    12.031
49.999781802    18.207286463    12.032
49.997680188    18.206521166    12.033
49.995567124    18.2057517    12.034
49.993470426    18.204988193    12.035
49.991354127    18.204217548    12.036
49.989262283    18.203455809    12.037
49.987152518    18.202687544    12.038
49.985047607    18.201921046    12.039
49.982946025    18.20115576    12.04
49.980842763    18.200389863    12.041
49.978737883    18.199623377    12.042
49.976631355    18.19885629    12.043
49.974537925    18.198093973    12.044
49.972426543    18.197325119    12.045
49.970337967    18.19656457    12.046
49.968221638    18.195793915    12.047
49.966134743    18.195033977    12.048
49.964023331    18.194265112    12.049
49.961931551    18.193503396    12.05
49.959825023    18.19273631    12.051
49.957724999    18.191971591    12.052
49.955625068    18.191206907    12.053
49.953523456    18.190441611    12.054
49.95142841    18.189678706    12.055
49.949330035    18.188914588    12.056
49.947230042    18.188149881    12.057
49.945136646    18.187387576    12.058
49.943031768    18.186621091    12.059
49.940944875    18.185861154    12.06
49.938839966    18.185094657    12.061
49.936751424    18.18433412    12.062
49.934656379    18.183571215    12.063
49.932553151    18.182805331    12.064
49.930464547    18.182044771    12.065
49.928359702    18.181278297    12.066
49.926274458    18.180518961    12.067
49.924177765    18.179755456    12.068
49.922085925    18.178993718    12.069
49.919995766    18.178232592    12.07
49.917908874    18.177472656    12.071
49.91581215    18.17670914    12.072
49.913726938    18.175949816    12.073
49.911638366    18.175189268    12.074
49.909553092    18.174429921    12.075
49.907472735    18.173672364    12.076
49.905394026    18.172915408    12.077
49.903315287    18.172158441    12.078
49.901272484    18.171414559    12.079
49.899185593    18.170654624    12.08
49.897085634    18.169889929    12.081
49.894979142    18.169122856    12.082
49.892879152    18.16835815    12.083
49.890779194    18.167593456    12.084
49.888680854    18.166829351    12.085
49.88657766    18.166063479    12.086
49.884476022    18.165298173    12.087
49.882366264    18.16452991    12.088
49.880263039    18.163764026    12.089
49.87815493    18.162996364    12.09
49.876038638    18.162225722    12.091
49.873941947    18.161462218    12.092
49.871843608    18.160698113    12.093
49.869746949    18.159934621    12.094
49.867648611    18.159170516    12.095
49.865553539    18.158407601    12.096
49.863456849    18.157644097    12.097
49.861365076    18.156882384    12.098
49.859268417    18.156118891    12.099
49.857170079    18.155354787    12.1
49.855078275    18.154593062    12.101
49.852984853    18.153830748    12.102
49.850891431    18.153068434    12.103
49.848796391    18.152305531    12.104
49.846707854    18.151544996    12.105
49.844614433    18.150782682    12.106
49.842521042    18.15002038    12.107
49.840422736    18.149256287    12.108
49.838330933    18.148494562    12.109
49.83623913    18.147732838    12.11
49.83414574    18.146970536    12.111
49.832053968    18.146208823    12.112
49.829965432    18.145448288    12.113
49.82787363    18.144686564    12.114
49.82578024    18.143924261    12.115
49.823690087    18.143163138    12.116
49.821601583    18.142402614    12.117
49.81951143    18.141641491    12.118
49.817422895    18.140880956    12.119
49.815334391    18.140120433    12.12
49.81324262    18.139358721    12.121
49.811154117    18.138598198    12.122
49.809062346    18.137836485    12.123
49.806977079    18.137077141    12.124
49.804888575    18.136316618    12.125
49.802803339    18.135557284    12.126
49.800713187    18.134796161    12.127
49.798623036    18.134035038    12.128
49.796539449    18.133276306    12.129
49.794449297    18.132515182    12.13
49.792362443    18.13175526    12.131
49.790275559    18.130995327    12.132
49.78819356    18.130237172    12.133
49.786109974    18.12947844    12.134
49.78402309    18.128718507    12.135
49.781936206    18.127958574    12.136
49.779852589    18.12719983    12.137
49.777764087    18.126439308    12.138
49.775680502    18.125680576    12.139
49.773598534    18.124922433    12.14
49.771516567    18.12416429    12.141
49.769434569    18.123406136    12.142
49.767347716    18.122646215    12.143
49.765264101    18.121887471    12.144
49.763182164    18.12112934    12.145
49.761093633    18.120368807    12.146
49.759011666    18.119610664    12.147
49.756932967    18.118853711    12.148
49.754849382    18.11809498    12.149
49.752772332    18.117338627    12.15
49.750688686    18.116579873    12.151
49.748608338    18.11582232    12.152
49.746524785    18.1150636    12.153
49.744446055    18.114306636    12.154
49.742367357    18.113549683    12.155
49.740285391    18.112791541    12.156
49.738206693    18.112034589    12.157
49.736128025    18.111277648    12.158
49.734047678    18.110520095    12.159
49.7319673    18.109762531    12.16
49.729887015    18.109005001    12.161
49.727806668    18.108247448    12.162
49.725732886    18.107492286    12.163
49.723655837    18.106735934    12.164
49.721578758    18.105979571    12.165
49.719501679    18.105223208    12.166
49.717424661    18.104466868    12.167
49.715347582    18.103710505    12.168
49.713268916    18.102953564    12.169
49.711191806    18.10219719    12.17
49.709118025    18.101442029    12.171
49.707042626    18.100686278    12.172
49.704968846    18.099931116    12.173
49.702896683    18.099176544    12.174
49.700819605    18.098420181    12.175
49.698739291    18.09766264    12.176
49.696662213    18.096906278    12.177
49.69459173    18.096152317    12.178
49.69251792    18.095397145    12.179
49.690442491    18.094641383    12.18
49.688375245    18.093888601    12.181
49.686298199    18.09313225    12.182
49.684227717    18.092378289    12.183
49.682155494    18.091623695    12.184
49.680078448    18.090867344    12.185
49.678006318    18.090112784    12.186
49.675935805    18.089358812    12.187
49.673865263    18.08860483    12.188
49.671798018    18.087852048    12.189
49.669725857    18.087097476    12.19
49.667650491    18.086341737    12.191
49.665581598    18.085588355    12.192
49.66350782    18.084833195    12.193
49.661440545    18.084080402    12.194
49.659368385    18.08332583    12.195
49.657301141    18.082573049    12.196
49.655233927    18.081820279    12.197
49.653163386    18.081066297    12.198
49.651096112    18.080313504    12.199
49.649024013    18.079558955    12.2
49.646956739    18.078806163    12.201
49.644889496    18.078053382    12.202
49.64282552    18.077301791    12.203
49.640758277    18.076549009    12.204
49.638689385    18.075795628    12.205
49.636622173    18.075042858    12.206
49.634556548    18.074290667    12.207
49.63248442    18.073536107    12.208
49.630422063    18.072785105    12.209
49.628356439    18.072032913    12.21
49.626290845    18.071280733    12.211
49.62422687    18.070529142    12.212
49.622161216    18.06977694    12.213
49.62009892    18.06902596    12.214
49.618031678    18.06827318    12.215
49.615967703    18.067521589    12.216
49.613903729    18.066769998    12.217
49.611841372    18.066018996    12.218
49.60977578    18.065266816    12.219
49.607715103    18.064516426    12.22
49.60564948    18.063764235    12.221
49.603588773    18.063013834    12.222
49.601528066    18.062263433    12.223
49.599464092    18.061511843    12.224
49.5973985    18.060759663    12.225
49.595337794    18.060009262    12.226
49.593280324    18.05926004    12.227
49.591213114    18.058507271    12.228
49.589157323    18.057758661    12.229
49.58709335    18.05700707    12.23
49.585035942    18.056257871    12.231
49.582971938    18.055506269    12.232
49.580912851    18.054756458    12.233
49.578857091    18.054007859    12.234
49.576794737    18.053256858    12.235
49.574742214    18.052509437    12.236
49.572683127    18.051759626    12.237
49.570622452    18.051009237    12.238
49.568565014    18.050260027    12.239
49.566501073    18.049508448    12.24
49.564442017    18.048758648    12.241
49.562387815    18.048010616    12.242
49.560330408    18.047261417    12.243
49.55827294    18.046512195    12.244
49.5562188    18.045764186    12.245
49.554159745    18.045014386    12.246
49.552103926    18.044265765    12.247
49.550051465    18.043518367    12.248
49.547992379    18.042768557    12.249
49.54593824    18.042020547    12.25
49.54388407    18.041272527    12.251
49.541828252    18.040523906    12.252
49.539775731    18.039776486    12.253
49.537721562    18.039028466    12.254
49.535667423    18.038280457    12.255
49.533608368    18.037530658    12.256
49.531557466    18.036783827    12.257
49.529504946    18.036036407    12.258
49.527445892    18.035286608    12.259
49.525396669    18.034540389    12.26
49.523345737    18.033793548    12.261
49.521294836    18.033046718    12.262
49.519240698    18.032298709    12.263
49.517188208    18.0315513    12.264
49.515135658    18.03080387    12.265
49.513091322    18.03005943    12.266
49.511035505    18.02931081    12.267
49.508986253    18.02856458    12.268
49.506933764    18.027817172    12.269
49.504884482    18.027070932    12.27
49.50283523    18.026324702    12.271
49.50078436    18.025577883    12.272
49.498735108    18.024831654    12.273
49.496685857    18.024085424    12.274
49.494638254    18.023339795    12.275
49.492585736    18.022592376    12.276
49.490536455    18.021846136    12.277
49.488490501    18.021101107    12.278
49.486442898    18.020355478    12.279
49.484396914    18.019610439    12.28
49.482347694    18.018864221    12.281
49.480300032    18.01811857    12.282
49.478254048    18.01737353    12.283
49.476206446    18.016627902    12.284
49.47416373    18.015884052    12.285
49.472116128    18.015138423    12.286
49.470070145    18.014393384    12.287
49.468024163    18.013648345    12.288
49.46597818    18.012903306    12.289
49.463932197    18.012158267    12.29
49.461886214    18.011413228    12.291
49.459843529    18.010669389    12.292
49.457800844    18.009925551    12.293
49.455751564    18.009179311    12.294
49.453712116    18.008436652    12.295
49.451667783    18.007692213    12.296
49.449628335    18.006949554    12.297
49.447582323    18.006204504    12.298
49.44553805    18.005460087    12.299
49.443500221    18.004718017    12.3
49.441454239    18.003972979    12.301
49.439411555    18.003229141    12.302
49.437370459    18.002485881    12.303
49.435329364    18.001742622    12.304
49.433291595    18.001000574    12.305
49.431247263    18.000256136    12.306
49.429207816    17.999513476    12.307
49.427165102    17.998769628    12.308
49.425125686    17.99802698    12.309
49.423084591    17.99728372    12.31
49.421046823    17.996541673    12.311
49.419005758    17.995798424    12.312
49.416966282    17.995055755    12.313
49.414926866    17.994313107    12.314
49.412884153    17.993569258    12.315
49.410851271    17.99282899    12.316
49.408811855    17.992086342    12.317
49.406775647    17.991344862    12.318
49.40473785    17.990602804    12.319
49.402698434    17.989860156    12.32
49.400663904    17.989119288    12.321
49.398626108    17.98837723    12.322
49.39658996    17.987635772    12.323
49.394552133    17.986893703    12.324
49.392514337    17.986151645    12.325
49.390483075    17.985411966    12.326
49.388450194    17.984671698    12.327
49.386412398    17.98392964    12.328
49.384374602    17.983187582    12.329
49.382340073    17.982446714    12.33
49.380305515    17.981705835    12.331
49.378272635    17.980965567    12.332
49.376238136    17.98022471    12.333
49.374201929    17.97948323    12.334
49.372170698    17.978743563    12.335
49.37013617    17.978002695    12.336
49.368099993    17.977261227    12.337
49.366070411    17.97652216    12.338
49.364037471    17.97578187    12.339
49.362001325    17.975040413    12.34
49.359970065    17.974300735    12.341
49.357940452    17.973561657    12.342
49.35591084    17.972822579    12.343
49.353876343    17.972081723    12.344
49.35184829    17.971343213    12.345
49.34981703    17.970603535    12.346
49.347789067    17.969865057    12.347
49.345756189    17.96912479    12.348
49.34372331    17.968384523    12.349
49.341692051    17.967644845    12.35
49.339665647    17.966906936    12.351
49.337637654    17.966168448    12.352
49.335608103    17.965429392    12.353
49.333580111    17.964690904    12.354
49.331552089    17.963952405    12.355
49.329525745    17.963214518    12.356
49.327499402    17.96247663    12.357
49.325466524    17.961736363    12.358
49.323438533    17.960997876    12.359
49.32141216    17.960259977    12.36
49.319387435    17.959522679    12.361
49.317361122    17.958784803    12.362
49.315334779    17.958046916    12.363
49.313306788    17.957308428    12.364
49.311283683    17.95657172    12.365
49.30925734    17.955833832    12.366
49.307227731    17.955094756    12.367
49.30519974    17.954356268    12.368
49.303178313    17.953620171    12.369
49.301151941    17.952882273    12.37
49.299128866    17.952145576    12.371
49.297105821    17.951408889    12.372
49.295084365    17.950672781    12.373
49.293057994    17.949934884    12.374
49.29103333    17.949197608    12.375
49.289011874    17.9484615    12.376
49.28698874    17.947724782    12.377
49.284964077    17.946987506    12.378
49.282942622    17.946251398    12.379
49.280924463    17.945516491    12.38
49.278898092    17.944778594    12.381
49.276879904    17.944043676    12.382
49.274860097    17.943308169    12.383
49.272833786    17.942570293    12.384
49.270810713    17.941833596    12.385
49.268790906    17.941098089    12.386
49.26677107    17.940362571    12.387
49.264751294    17.939627075    12.388
49.262733106    17.938892157    12.389
49.260711652    17.93815605    12.39
49.258693494    17.937421144    12.391
49.256673718    17.936685647    12.392
49.254653883    17.93595013    12.393
49.252637344    17.935215813    12.394
49.250617539    17.934480306    12.395
49.248601    17.933745989    12.396
49.246582873    17.933011093    12.397
49.24456139    17.932274976    12.398
49.242548119    17.931541848    12.399
49.240531551    17.930807521    12.4
49.238515043    17.930073215    12.401
49.236495268    17.929337719    12.402
49.2344787    17.928603391    12.403
49.232462192    17.927869085    12.404
49.230445655    17.927134769    12.405
49.228430736    17.926401041    12.406
49.226417496    17.925667925    12.407
49.224404225    17.924934798    12.408
49.222389307    17.924201071    12.409
49.220371152    17.923466165    12.41
49.218354615    17.922731849    12.411
49.216341345    17.921998722    12.412
49.214329724    17.921266195    12.413
49.212313217    17.92053189    12.414
49.210301536    17.919799342    12.415
49.208289915    17.919066815    12.416
49.206276676    17.9183337    12.417
49.204265025    17.917601163    12.418
49.202251756    17.916868036    12.419
49.200233631    17.916133141    12.42
49.198230134    17.915403573    12.421
49.196213598    17.914669257    12.422
49.194202007    17.913936742    12.423
49.192188768    17.913203626    12.424
49.190178767    17.912471689    12.425
49.188167118    17.911739153    12.426
49.186160413    17.911008416    12.427
49.184148764    17.91027588    12.428
49.18214203    17.909545133    12.429
49.180125524    17.908810828    12.43
49.17811879    17.908080081    12.431
49.176110409    17.907348734    12.432
49.174100438    17.906616809    12.433
49.172093704    17.905886062    12.434
49.170083733    17.905154137    12.435
49.168077029    17.904423401    12.436
49.166067    17.903691454    12.437
49.164063563    17.902961908    12.438
49.162050296    17.902228782    12.439
49.16004686    17.901499236    12.44
49.158038479    17.90076789    12.441
49.156030128    17.900036554    12.442
49.154025043    17.899306408    12.443
49.152018311    17.898575662    12.444
49.150011608    17.897844926    12.445
49.148008172    17.89711538    12.446
49.146003088    17.896385234    12.447
49.143997975    17.895655078    12.448
49.141991302    17.894924353    12.449
49.139987837    17.894194797    12.45
49.137984373    17.893465241    12.451
49.135980937    17.892735695    12.452
49.133974235    17.89200496    12.453
49.13197236    17.891275982    12.454
49.129970574    17.890547037    12.455
49.127967139    17.889817492    12.456
49.125962027    17.889087336    12.457
49.123958592    17.88835779    12.458
49.121958454    17.887629445    12.459
49.119954961    17.886899879    12.46
49.117951497    17.886170323    12.461
49.115948063    17.885440778    12.462
49.113949544    17.884713022    12.463
49.111946081    17.883983466    12.464
49.109945855    17.88325509    12.465
49.107945718    17.882526745    12.466
49.105945551    17.88179839    12.467
49.103945355    17.881070024    12.468
49.101941951    17.880340489    12.469
49.099943403    17.879612724    12.47
49.097948093    17.878886137    12.471
49.095944631    17.878156581    12.472
49.093946113    17.877428826    12.473
49.091949214    17.876701661    12.474
49.089950667    17.875973895    12.475
49.08795053    17.875245551    12.476
49.08595684    17.874519554    12.477
49.083955026    17.873790599    12.478
49.081961424    17.873064634    12.479
49.079964496    17.872337458    12.48
49.077964331    17.871609103    12.481
49.075969052    17.870882528    12.482
49.073972153    17.870155363    12.483
49.071978493    17.869429377    12.484
49.069979947    17.868701611    12.485
49.067979812    17.867973267    12.486
49.065987771    17.867247871    12.487
49.063994169    17.866521906    12.488
49.061998861    17.86579532    12.489
49.060001964    17.865068156    12.49
49.058008362    17.864342191    12.491
49.056013055    17.863615605    12.492
49.054019454    17.862889641    12.493
49.052025795    17.862163655    12.494
49.050032136    17.861437669    12.495
49.048040183    17.860712305    12.496
49.046043257    17.85998513    12.497
49.044054542    17.859260945    12.498
49.042064151    17.858536149    12.499
49.040070521    17.857810174    12.5
49.038075273    17.85708361    12.501
49.036086501    17.856359404    12.502
49.034094549    17.85563404    12.503
49.032099271    17.854907465    12.504
49.030107261    17.85418208    12.505
49.028118519    17.853457884    12.506
49.026128157    17.8527331    12.507
49.024136176    17.852007725    12.508
49.022145815    17.85128294    12.509
49.02015872    17.850559345    12.51
49.018169978    17.84983515    12.511
49.016179616    17.849110365    12.512
49.014189284    17.848385591    12.513
49.012198894    17.847660796    12.514
49.010208533    17.846936011    12.515
49.008219791    17.846211816    12.516
49.006235993    17.845489422    12.517
49.004247252    17.844765227    12.518
49.002263425    17.844042821    12.519
49.000271445    17.843317447    12.52
48.998289267    17.842595642    12.521
48.99629723    17.841870247    12.522
48.994310137    17.841146653    12.523
48.992321424    17.840422469    12.524
48.990337598    17.839700064    12.525
48.988350506    17.838976469    12.526
48.986363442    17.838252885    12.527
48.984379587    17.83753047    12.528
48.98239579    17.836808076    12.529
48.980410288    17.83608506    12.53
48.978423224    17.835361476    12.531
48.976444314    17.834640861    12.532
48.974460489    17.833918457    12.533
48.972473397    17.833194863    12.534
48.970487953    17.832471868    12.535
48.968507366    17.831750643    12.536
48.966521922    17.831027649    12.537
48.964539774    17.830305855    12.538
48.962554301    17.829582851    12.539
48.960575392    17.828862236    12.54
48.958591596    17.828139842    12.541
48.956607714    17.827417417    12.542
48.954627186    17.826696213    12.543
48.952644981    17.825974398    12.544
48.950662833    17.825252604    12.545
48.948680657    17.8245308    12.546
48.94670172    17.823810175    12.547
48.944722782    17.823089551    12.548
48.942742254    17.822368347    12.549
48.940761698    17.821647132    12.55
48.93878117    17.820925928    12.551
48.936800614    17.820204714    12.552
48.934821676    17.81948409    12.553
48.932844416    17.818764075    12.554
48.93086386    17.818042861    12.555
48.928884923    17.817322237    12.556
48.926906044    17.816601633    12.557
48.924932022    17.815882798    12.558
48.922949876    17.815161005    12.559
48.920972559    17.814440971    12.56
48.918996889    17.813721536    12.561
48.917022926    17.813002722    12.562
48.91504237    17.812281508    12.563
48.913063463    17.811560894    12.564
48.911087794    17.81084146    12.565
48.909112154    17.810122036    12.566
48.907133247    17.809401422    12.567
48.905155959    17.808681398    12.568
48.903185205    17.807963753    12.569
48.901211242    17.80724494    12.57
48.899233955    17.806524916    12.571
48.897259934    17.805806082    12.572
48.895282676    17.805086069    12.573
48.893311923    17.804368424    12.574
48.891336283    17.803649    12.575
48.889363911    17.802930766    12.576
48.887388301    17.802211353    12.577
48.885414252    17.801492509    12.578
48.883445119    17.800775454    12.579
48.881471157    17.800056641    12.58
48.879497166    17.799337817    12.581
48.877523146    17.798618983    12.582
48.875555661    17.797902529    12.583
48.873575108    17.797181316    12.584
48.871607651    17.796464872    12.585
48.869638547    17.795747828    12.586
48.867666205    17.795029605    12.587
48.865695453    17.794311961    12.588
48.863721463    17.793593137    12.589
48.861753949    17.792876673    12.59
48.859784874    17.792159639    12.591
48.857814151    17.791442006    12.592
48.855845019    17.790724952    12.593
48.853874268    17.790007308    12.594
48.851905222    17.789290285    12.595
48.849937738    17.788573831    12.596
48.847966987    17.787856187    12.597
48.845999532    17.787139744    12.598
48.844030429    17.7864227    12.599
48.842066241    17.785707446    12.6
48.840097138    17.784990403    12.601
48.838128064    17.78427337    12.602
48.836163819    17.783558095    12.603
48.834194716    17.782841052    12.604
48.832223995    17.782123419    12.605
48.830254921    17.781406386    12.606
48.828294001    17.780692322    12.607
48.826326489    17.779975858    12.608
48.824359035    17.779259415    12.609
48.822398115    17.778545351    12.61
48.820430632    17.777828898    12.611
48.818461559    17.777111865    12.612
48.816503906    17.776398991    12.613
48.814536481    17.775682558    12.614
48.812572237    17.774967284    12.615
48.810604755    17.774250831    12.616
48.808645512    17.773537378    12.617
48.806681297    17.772822114    12.618
48.804715491    17.772106271    12.619
48.802751305    17.771391018    12.62
48.800792034    17.770677555    12.621
48.798826143    17.769961681    12.622
48.796868491    17.769248807    12.623
48.794904334    17.768533564    12.624
48.792940119    17.767818301    12.625
48.790979201    17.767104238    12.626
48.789016634    17.766389575    12.627
48.787054097    17.765674922    12.628
48.785093178    17.764960859    12.629
48.783135499    17.764247975    12.63
48.781172961    17.763533322    12.631
48.779213662    17.762819848    12.632
48.777254392    17.762106385    12.633
48.775293417    17.761392302    12.634
48.773332556    17.760678259    12.635
48.771369991    17.759963597    12.636
48.769415579    17.759251903    12.637
48.767454661    17.75853784    12.638
48.765497039    17.757824977    12.639
48.763537769    17.757111514    12.64
48.761580062    17.75639862    12.641
48.759620793    17.755685158    12.642
48.757668057    17.754974074    12.643
48.75570714    17.754260012    12.644
48.753754377    17.753548918    12.645
48.75179346    17.752834855    12.646
48.74983743    17.752122572    12.647
48.747878132    17.751409099    12.648
48.745920511    17.750696237    12.649
48.743962862    17.749983364    12.65
48.742010127    17.749272281    12.651
48.740055716    17.748560588    12.652
48.73810301    17.747849515    12.653
48.7361486    17.747137821    12.654
48.734190951    17.746424949    12.655
48.732236569    17.745713266    12.656
48.730277244    17.744999783    12.657
48.728326186    17.744289311    12.658
48.726373424    17.743578217    12.659
48.724419042    17.742866535    12.66
48.722467928    17.742156041    12.661
48.720516842    17.741445559    12.662
48.718562432    17.740733866    12.663
48.716608079    17.740022193    12.664
48.714656965    17.7393117    12.665
48.712705823    17.738601197    12.666
48.710749823    17.737888925    12.667
48.708797062    17.737177832    12.668
48.706845976    17.73646735    12.669
48.704898129    17.735758046    12.67
48.702945397    17.735046964    12.671
48.700992636    17.734335871    12.672
48.699041551    17.733625389    12.673
48.69708879    17.732914296    12.674
48.695142591    17.732205593    12.675
48.693193126    17.731495701    12.676
48.691242013    17.730785208    12.677
48.689295814    17.730076505    12.678
48.687344673    17.729366003    12.679
48.685391941    17.72865492    12.68
48.683445743    17.727946218    12.681
48.681497926    17.727236925    12.682
48.679546786    17.726526423    12.683
48.677603883    17.72581892    12.684
48.675657685    17.725110217    12.685
48.673706545    17.724399715    12.686
48.671763586    17.723692191    12.687
48.66981415    17.72298231    12.688
48.667863038    17.722271817    12.689
48.665916841    17.721563115    12.69
48.663972264    17.720855002    12.691
48.662024475    17.72014572    12.692
48.660079842    17.719437587    12.693
48.658133673    17.718728895    12.694
48.656185829    17.718019593    12.695
48.654239632    17.71731089    12.696
48.652298322    17.716603968    12.697
48.650352125    17.715895265    12.698
48.648405901    17.715186553    12.699
48.646464647    17.714479651    12.7
48.64452169    17.713772128    12.701
48.642575466    17.713063416    12.702
48.640630945    17.712355324    12.703
48.638689636    17.711648401    12.704
48.63674506    17.710940289    12.705
48.634806989    17.710234546    12.706
48.632864089    17.709527044    12.707
48.630919512    17.708818931    12.708
48.628979851    17.708112609    12.709
48.627035303    17.707404507    12.71
48.625094022    17.706697595    12.711
48.623152714    17.705990673    12.712
48.621208138    17.705282561    12.713
48.619273363    17.704578018    12.714
48.617332083    17.703871105    12.715
48.61539407    17.703165383    12.716
48.613446255    17.702456092    12.717
48.611506567    17.701749759    12.718
48.609566906    17.701043437    12.719
48.607627246    17.700337115    12.72
48.605690852    17.699631983    12.721
48.603752811    17.69892625    12.722
48.601809912    17.698218749    12.723
48.599871872    17.697513016    12.724
48.597935506    17.696807894    12.725
48.595997438    17.696102152    12.726
48.594059454    17.69539644    12.727
48.592123033    17.694691297    12.728
48.590181754    17.693984386    12.729
48.588248628    17.693280443    12.73
48.586310644    17.692574732    12.731
48.584372604    17.691869    12.732
48.582437803    17.691164447    12.733
48.580499792    17.690458725    12.734
48.578565075    17.689754203    12.735
48.576631922    17.689050251    12.736
48.574697177    17.688345719    12.737
48.572757518    17.687639397    12.738
48.570827688    17.686936655    12.739
48.568889621    17.686230913    12.74
48.566953258    17.685525791    12.741
48.565020105    17.684821839    12.742
48.563087009    17.684117907    12.743
48.561148998    17.683412186    12.744
48.559217521    17.682708844    12.745
48.557284369    17.682004891    12.746
48.555348006    17.68129977    12.747
48.553419796    17.680597618    12.748
48.551486672    17.679893676    12.749
48.549553548    17.679189734    12.75
48.547620453    17.678485802    12.751
48.545685709    17.677781271    12.752
48.543755797    17.677078498    12.753
48.541827616    17.676376356    12.754
48.539894493    17.675672415    12.755
48.537961397    17.674968483    12.756
48.536031513    17.674265721    12.757
48.534100065    17.673562389    12.758
48.532171857    17.672860237    12.759
48.53024362    17.672158075    12.76
48.528312117    17.671454724    12.761
48.526385556    17.670753172    12.762
48.524454081    17.67004983    12.763
48.522520986    17.669345899    12.764
48.520594398    17.668644337    12.765
48.518662895    17.667940985    12.766
48.516734715    17.667238844    12.767
48.514808126    17.666537282    12.768
48.512879919    17.66583513    12.769
48.510948416    17.665131779    12.77
48.509021856    17.664430227    12.771
48.507095268    17.663728665    12.772
48.505168708    17.663027113    12.773
48.503243712    17.662326131    12.774
48.50131718    17.66162459    12.775
48.499388973    17.660922438    12.776
48.497464033    17.660221477    12.777
48.495537418    17.659519905    12.778
48.493614153    17.658819553    12.779
48.491689213    17.658118591    12.78
48.489762599    17.65741702    12.781
48.487837659    17.656716058    12.782
48.485912747    17.656015107    12.783
48.483989455    17.655314745    12.784
48.482066135    17.654614373    12.785
48.480139549    17.653912812    12.786
48.478216257    17.653212451    12.787
48.476289671    17.652510889    12.788
48.474366351    17.651810518    12.789
48.472444679    17.651110746    12.79
48.47051974    17.650409785    12.791
48.468598096    17.649710023    12.792
48.466679664    17.649011431    12.793
48.464753106    17.64830988    12.794
48.462831434    17.647610109    12.795
48.460908143    17.646909747    12.796
48.458993006    17.646212355    12.797
48.457068068    17.645511394    12.798
48.455151311    17.644813412    12.799
48.453227992    17.644113041    12.8
48.451304674    17.64341267    12.801
48.449386298    17.642714098    12.802
48.447461333    17.642013127    12.803
48.445544576    17.641315146    12.804
48.443624553    17.640615974    12.805
48.441704502    17.639916793    12.806
48.439782831    17.639217022    12.807
48.43786937    17.63852024    12.808
48.435946052    17.637819869    12.809
48.434030916    17.637122477    12.81
48.43211416    17.636424496    12.811
48.430192463    17.635724715    12.812
48.428275735    17.635026743    12.813
48.426358924    17.634328742    12.814
48.424440549    17.633630171    12.815
48.422522146    17.632931589    12.816
48.420603744    17.632233008    12.817
48.418686961    17.631535017    12.818
48.4167735    17.630838235    12.819
48.414757116    17.630103975    12.82
48.412775022    17.6293822    12.821
48.410814149    17.628668154    12.822
48.40886143    17.627957076    12.823
48.406920187    17.627250178    12.824
48.404978916    17.626543269    12.825
48.403026197    17.625832192    12.826
48.401096403    17.625129462    12.827
48.399153485    17.624421954    12.828
48.397217129    17.623716835    12.829
48.3952808    17.623011726    12.83
48.393350951    17.622308977    12.831
48.391409681    17.621602069    12.832
48.389474972    17.62089755    12.833
48.387543503    17.62019421    12.834
48.385615329    17.619492071    12.835
48.38368386    17.618788732    12.836
48.381750744    17.618084793    12.837
48.379814389    17.617379674    12.838
48.37788292    17.616676335    12.839
48.375946565    17.615971216    12.84
48.374024925    17.615271456    12.841
48.372095104    17.614568717    12.842
48.37016693    17.613866578    12.843
48.368237082    17.613163829    12.844
48.366302374    17.61245931    12.845
48.364370934    17.611755981    12.846
48.362444352    17.611054422    12.847
48.360516152    17.610352273    12.848
48.358579797    17.609647154    12.849
48.356650004    17.608944426    12.85
48.354726718    17.608244066    12.851
48.352791983    17.607539538    12.852
48.350860516    17.606836199    12.853
48.348929076    17.60613287    12.854
